,sent1,sent2,label,source
111,آیا بدن زن شخصی ترین دارایی او نیست؟,بدن زنان متعلق به خودشان است ، آنها باید تصمیم بگیرند که با آن چه کار کنند.,n,translation-dev
185,پس من چی؟,منم همین طور؟,e,translation-train
192,در مراسم سوگند، پرزيدنت بوش گفت نظام اطلاعاتی آمريکا، پس از پنج سال که از واقعه يازدهم سپتامبر ميگذرد، هنوز به اصلاح و بهبود نياز دارد.,دريابان بازنشسته مايک مک کانل، McConnel که ۶۳ سال دارد، روز سه شنبه برای تصدی مقام رياست اطلاعات ملی آمريکا سوگند ياد کرد.,n,natural-voa
157,آقای براون پس از مذاکرات کمپ ديويد برای ملاقات با بن کی مون دبير کل سازمان ملل متحد به نيويورک خواهد رفت.,گوردون براون نخست وزير بريتانيا برای برگزاری اولين گفتگوی خود با پرزيدنت بوش پس از احراز اين مقام، به آمريکا آمده است.,n,natural-voa
722,غیر از مسایل نژادی از لحاظ عقیدتی هم بین یهودیان اختلاف وجود داشت؛ به اینصورت که سامریون معتقد بودند که یهوه صهیون را به عنوان مقر معبد انتخاب نکرده بلکه اورشلیم را برگزیده‌است.,تقسیم‌بندی با توجه به نژاد بین یهودیان معمول بود.,e,natural-wiki
747,نقاشانی که به تعامل نور با مدل‌ها و محیط اطرافشان اهمیت بسزایی می‌دادند.,نقش نور در نقاشی شان بسیار مهم بود.,e,natural-wiki
8170,جود لا در راستای ایجاد صلح، گفتگوهایی با حامد کرزی، رئیس‌جمهور، سران ناتو و سازمان ملل انجام داده.,جود لا از حامیان حامد کرزی بود.,n,natural-wiki
890,تولد دخترشان آیکو، که پس از گذشت هشت سال از ازدواجشان به وقوع انجامید، بحث پر جنب و جوشی را در ژاپن برانگیخت، که مطابق آن می‌بایست قانون خانواده امپراتوری در سال ۱۹۴۷ از ارشدیت مطلق پسران تغییر یابد به طوری که یک زن هم بتواند به تاج و تخت برسد و فرمانروایی کند.,پس از تولد دخترشان قوانین امپراتوری در ژاپن تغییر یافت به نحوی که دختران هم می‌توانستند به سلطنت برسند.,e,natural-wiki
1232,به در خواست کنگره، ما تعدادی از سازمان های بخش دولتی پیشرو را که نوآوری های اصلاحات مدیریتی را دنبال می کردند و بیشتر نتیجه گرا می شدند را، مورد مطالعه قرار دادیم.,ما پیشنهاد دادیم که همه ی سازمان های دولتی باید این نوآوری اصلاحی را دنبال کنند.,n,translation-train
1213,اندکی پس از تصدی مقام ، وی در یک سفر ایالتی سرگرم فرانک زاپا شد.,او پس از تصدی مقام ، فرانک زاپا را سرگرم کرد.,e,translation-train
7587,پس از این سوءقصد به بیمارستان ۲۵ شهریور منتقل شد و تحت عمل جراحی قرار گرفت.,او متاسفانه بعد از جراحی از دنیا رفت.,n,natural-wiki
200,او در حال نوشتن یک قبض جریمه بود ، نه یک نسخه.,افسر پلیس در حال نوشتن قبض جریمه دهنده بود ، نه نسخه ای از پزشك.,n,translation-train
109,واشنگتن پست دو مورد از تلاشهای شرکتهای خصوصی برای رشد جنین خبر داده است - عملیاتی که در بین محققان با بودجه فدرال ممنوع است اما در بخش خصوصی مجاز است.,واشنگتن پست نخستین شرکتی بود که گزارش تلاش های شرکت های خصوصی را در مورد رشد جنین اعلام کرد.,n,translation-train
262,بعضی صداهای اعتراض نيز در آغاز سخنرانی خانم کلينتون ، هنگامی که وی از آقای اوباما نام برد، شنيده شد.,خانم کلينتون از تمامی دمکرات ها خواست در انتخابات عمومی ماه نوامبر، که جانشينی برای پرزيدنت بوش انتخاب ميشود، متفقا همکاری کنند.,n,natural-voa
958,هممم آزمایش مواد مخدر برای من ناراحت‌‌کننده نیست,من آزمایش مواد مخدر برای من اهمیتی ندارد، زیرا من از آنها استفاده نمی‌کنم.,n,translation-train
7346,محصولات دکتر وب از تکنولوژی‌های منحصر به فرد شناسایی و حذف بدافزارها بهره می‌برد.,ازمحصولات دکتر وب برای شناسایی و حذف بدافزارها و حفاظت از سیستم ایمنی اطلاعات استفادۀ زیادی خواهد شد. ,e,natural-wiki
1009,مجموعه فرشته یک مجموعه آپارتمان جالب در کنار پارک ملت بود.,آپارتمان‌های فرشته نزدیک پارک ملت هستند.,e,translation-train
2182,خان قاجار برای سرکوب آنان عازم قفقاز شد اما هنوز به آنجا نرسیده بود که در ۱۹ آبان ماه سال ۱۱۷۵ ، کاترین دوم تزار مقتدر روسیه درگذشت.,خان قاجار در حال کشورگشایی بود.,n,natural-wiki
116,آیا تا به حال یک Power Rangerتامل کننده را دیده ای؟,آیا تاکنون دیده اید که یک Power Ranger عواقب عملکردش را در نظر بگیرد؟,n,translation-train
7307,جویس اعتراف می‌کند که دو هفته پس از اینکه او را در کلیسا ترک کرده ، او متوجه شد که باردار است.,جویس میگوید دو هفته بعد از گذشت ماجرا و برگشت او از کلیسا متوجه شد که علایم بارداری را از خود بروز میدهد.,e,natural-wiki
531,سوریه پیشگام کشورهای عربی از نظر صنایع است، زیرا صنایع مدرن روز به روز در شهرهای مختلف سوریه رو به گسترش بوده و صنایع تبدیلی و مهندسی و ساخت لوازم الکتریکی خانگی مانند یخچال، اجاق گاز، ماشین لباس‌شویی، جارو برقی، مایکروفر و همچنین دستگاه‌های الکترونیکی مانند تلویزیون، سیستم‌های صوتی، تلفن، گیرنده‌های ماهواره‌ای (رسیور) و صنایع شیمیایی مانند تولید مواد شوینده و صنایع تولید کابل‌های فشار قوی و فشار متوسط و صنایع ماشین‌سازی و تراکتورسازی ساخت تجهیزات کشاورزی و راه‌سازی و صنایع پوشاک و کاغذسازی از آن جمله‌اند.,صنایع متعددی از جمله لوازم الکتریکی و صنایع شیمیایی در سوریه گسترش یافته اند,e,natural-wiki
